TranslatedReaction	VMHreaction
rxn00220	G6PP
rxn05563	G6Pt6_2
rxn08569	G6Pt6_2
rxn08570	G6Ptex
rxn04209	G92OGLUOR
rxn06453	GAAT
rxn02502	GADOSIAT
rxn11612	GAGDGGCGH
rxn02318	GAL6PI
rxn05162	GALabc
rxn08573	GALabc
rxn05565	GALACt
rxn11877	GALAM6PDA
rxn03887	GALCTD
rxn08579	GALCTN_Dtex
rxn02173	GALCTND
rxn08578	GALCTNt2r
rxn10160	GALCTNt2r
rxn00819	GALGGH
rxn06690	GALGGT
rxn02494	GALGT5
rxn00808	GALK
rxn01171	GALM1r
rxn34185	GALM1r
rxn00811	GALOR
rxn11552	GALOR
rxn00810	GALORNAD
rxn15125	GALORNAD
rxn00814	GALOX
rxn11342	GALpts
rxn00817	GALS3
rxn00355	GALT
rxn08583	GALT1
rxn08585	GALt1r
rxn10911	GALt1r
rxn28569	GALt1r
rxn38734	GALt1r
rxn05566	GALt2_2
rxn08584	GALt2r
rxn05567	GALTpts
rxn08586	GALTpts
rxn08587	GALTt
rxn29468	GALTt
rxn00213	GALU
rxn01456	GALUROR
rxn05673	GALURt2r
rxn08588	GALURt2r
rxn08589	GALURtex
rxn05568	GAM6Pt
rxn08591	GAM6Pt
rxn13642	GAM6Pt
rxn12617	GAM6Pt2
rxn05569	GAMpts
rxn08592	GAMpts
rxn01441	GAMSSH
rxn12526	GAMt3r
rxn08593	GAMtex
rxn00781	GAPD
rxn00782	GAPD_NADP
rxn03004	GARFTi
rxn04783	GART
rxn01089	GBA
rxn05193	GBBTNabc
rxn05570	GBBTNabc
rxn08595	GBBTNtex
rxn00979	GCALDDr
rxn01014	GCALDL
rxn09680	GCALDt
rxn09752	GCALDt
rxn38746	GCALDt
rxn06377	GCCa
rxn06600	GCCb
rxn06493	GCCc
rxn02795	GCDCHOLBHSe
rxn04068	GCHOLBHSe
rxn12153	GCNCNR
rxn02740	GCNTCOAT
rxn11961	GCPGPH
rxn06759	GD1BS
rxn06750	GD2S
rxn03094	GDCABSHe
rxn08597	GDMANE
rxn08598	GDPDPK
rxn07448	GDPDPL
rxn07493	GDPGALP
rxn07488	GDPGE
rxn04865	GDPKDME
rxn00643	GDPMANNE
rxn31751	GDPMANNE
rxn31753	GDPMANNE
rxn07487	GDPMANNE2
rxn08599	GDPMNH
rxn00639	GDPMNP
rxn03110	GDSMM
rxn03046	GEMPPT
rxn00555	GF6PTA
rxn32367	GF6PTA
rxn32369	GF6PTA
rxn32371	GF6PTA
rxn03962	GFUCS
rxn14123	GGBAPNAH
rxn03114	GGDPGGT
rxn01487	GGDPR
rxn05127	GGGABADr
rxn05128	GGGABAH
rxn05126	GGGABARr
rxn03635	GGPS
rxn05124	GGPTRCO
rxn05123	GGPTRCS
rxn01489	GGT
rxn00350	GGTA
rxn05287	GGTT
rxn00692	GHMT2r
rxn19870	GHMT2r
rxn27914	GHMT2r
rxn38130	GHMT2r
rxn04042	GK_adp_
rxn00239	GK1
rxn09562	GK2
rxn01081	GLACLNH
rxn02122	GLACO
rxn00445	GLACOR
rxn08617	GLC_Dtex
rxn05147	GLCabc
rxn08606	GLCabc
rxn08608	GLCDe
rxn10116	GLCDe
rxn01121	GLCND
rxn01276	GLCNOR
rxn01277	GLCNOXy
rxn05571	GLCNt2r
rxn08609	GLCNt2r
rxn08610	GLCNte
rxn12424	GLCNte
rxn01730	GLCOAS
rxn05740	GLCP
rxn13299	GLCP
rxn10533	GLCP4
rxn13297	GLCP4
rxn05226	GLCpts
rxn08612	GLCpts
rxn01990	GLCRAL
rxn01989	GLCRD
rxn07845	GLCRHL
rxn39884	GLCRHL
rxn08614	GLCRt1
rxn12442	GLCRt1
rxn29111	GLCRt1
rxn32663	GLCRt1
rxn05572	GLCRt2
rxn08613	GLCRt2
rxn08615	GLCS1
rxn13643	GLCS1
rxn09398	GLCS2
rxn13300	GLCS2
rxn09679	GLCt1r
rxn09875	GLCt1r
rxn05573	GLCt2
rxn08616	GLCt2r
rxn08618	GLCTR1
rxn08619	GLCTR2
rxn08620	GLCTR3
rxn00577	GLCTR4r
rxn05574	GLCURt2r
rxn08622	GLCURt2r
rxn08623	GLCURtex
rxn08605	GLDBRAN2
rxn05760	GLFRDO
rxn12822	GLFRDO
rxn00695	GLGC
rxn02174	GLHAH
rxn13519	GLKKpppi
rxn01082	GLLH
rxn08625	GLN_Ltex
rxn05155	GLNabc
rxn08624	GLNabc
rxn11101	GLNabc
rxn01153	GLNAH
rxn00187	GLNS
rxn03406	GLNSP1
rxn03407	GLNSP2
rxn03409	GLNSP3
rxn09678	GLNt2r
rxn09814	GLNt2r
rxn13302	GLNt2r
rxn34375	GLNt2r
rxn34499	GLNt2r
rxn05216	GLNt4
rxn02278	GLRASE
rxn01455	GLRNTPT
rxn03980	GLTNOR
rxn02533	GLTOOR
rxn02532	GLTOR
rxn03856	GLTPD
rxn04809	GLTTHNT
rxn05672	GLU_Dt2r
rxn08633	GLU_Ltex
rxn00179	GLU5K
rxn31391	GLU5K
rxn38122	GLU5K
rxn38123	GLU5K
rxn05146	GLUabc
rxn08627	GLUabc
rxn08628	GLUABUTt7
rxn10136	GLUABUTt7
rxn00646	GLUCYS
rxn00194	GLUDC
rxn00182	GLUDxi
rxn00184	GLUDy
rxn01641	GLUFORT
rxn11585	GLUGT
rxn01157	GLUHL
rxn00195	GLUM
rxn00189	GLUN
rxn00210	GLUOOR
rxn07122	GLUOR
rxn13897	GLUOR
rxn00085	GLUOX
rxn00790	GLUPRT
rxn00193	GLUR
rxn00069	GLUSx
rxn05297	GLUt2r
rxn08631	GLUt2r
rxn09751	GLUt2r
rxn09813	GLUt2r
rxn12370	GLUt2r
rxn13303	GLUt2r
rxn34378	GLUt2r
rxn05298	GLUt4r
rxn08632	GLUt4r
rxn34377	GLUt4r
rxn34501	GLUt4r
rxn02169	GLUTACCOACL
rxn12425	GLUTARt2r
rxn13837	GLUTARt2r
rxn12264	GLUTCOADH
rxn01802	GLUTCOADH2
rxn06591	GLUTRR
rxn06937	GLUTRS
rxn00010	GLXCL
rxn05734	GLXO1
rxn00325	GLXO2
rxn00326	GLXOR
rxn00330	GLXS
rxn09839	GLXte
rxn13305	GLXte
rxn28610	GLXte
rxn01099	GLY3PPH
rxn10862	GLYabc
rxn12799	GLYabc
rxn03762	GLYALDPP
rxn08635	GLYALDt
rxn08636	GLYALDt
rxn10164	GLYALDt
rxn38744	GLYALDt
rxn00404	GLYAMDTRc
rxn19855	GLYAMDTRc
rxn12645	GLYASN1c
rxn05546	GLYASNabc
rxn12542	GLYASNt2r
rxn12637	GLYASP1c
rxn05537	GLYASPabc
rxn12608	GLYASPt2r
rxn00274	GLYAT
rxn05181	GLYBabc
rxn08637	GLYBabc
rxn11216	GLYBabc
rxn05579	GLYBt2r
rxn08638	GLYBt2r
rxn12375	GLYBt2r
rxn08639	GLYBtex
rxn08645	GLYC_Rt
rxn30485	GLYC_Rt
rxn31179	GLYC_Rt
rxn31197	GLYC_Rt
rxn32435	GLYC_Rt
rxn08643	GLYC3)tr
rxn09749	GLYC3)tr
rxn11234	GLYC3)tr
rxn34379	GLYC3)tr
rxn05158	GLYC3Pabc
rxn08641	GLYC3Pabc
rxn00617	GLYC3PGPT
rxn00613	GLYC3POR
rxn05578	GLYC3Pt
rxn08642	GLYC3Pt6
rxn10165	GLYC3Pt6
rxn08644	GLYCAt2r
rxn13711	GLYCAt2r
rxn00768	GLYCDH
rxn00762	GLYCDx
rxn08647	GLYCK2
rxn00908	GLYCL
rxn00512	GLYCLTDx
rxn00324	GLYCLTDy
rxn05470	GLYCLTt2r
rxn08651	GLYCLTt2r
rxn12367	GLYCLTt2r
rxn08653	GLYCLTtd
rxn12426	GLYCLTtd
rxn28666	GLYCLTtd
rxn31173	GLYCLTtd
rxn31190	GLYCLTtd
rxn34295	GLYCLTtd
rxn05580	GLYCOGEN_STORE
rxn13298	GLYCOGEN_STORE
rxn30289	GLYCOGEN_STORE
rxn30290	GLYCOGEN_STORE
rxn01982	GLYCPCHOLAH
rxn00767	GLYCPT
rxn05581	GLYCt
rxn08654	GLYCt
rxn08658	GLYCt
rxn32260	GLYCt
rxn38745	GLYCt
rxn00333	GLYCTO1
rxn08655	GLYCTO2
rxn08656	GLYCTO3
rxn08657	GLYCTO4
rxn02755	GLYCYRRZNGH
rxn12848	GLYCYSabc
rxn01011	GLYD
rxn01013	GLYDy
rxn12646	GLYGLN1c
rxn05547	GLYGLNabc
rxn12555	GLYGLNt2r
rxn12634	GLYGLU1c
rxn05534	GLYGLUabc
rxn12600	GLYGLUt2r
rxn00769	GLYH
rxn00615	GLYK
rxn12845	GLYLEUHYDROc
rxn12849	GLYLEUPEPT1tc
rxn12635	GLYMET1c
rxn05535	GLYMETabc
rxn12552	GLYMETt2r
rxn07295	GLYO
rxn23045	GLYO
rxn38888	GLYO1
rxn00269	GLYO1
rxn23589	GLYO2
rxn00276	GLYOAAAT
rxn01274	GLYOX
rxn08659	GLYOX3
rxn00275	GLYOXOAT
rxn27909	GLYOXOAT
rxn32307	GLYOXOAT
rxn35212	GLYOXOAT
rxn12850	GLYPHEabc
rxn12846	GLYPHEHYc
rxn05538	GLYPROabc
rxn12638	GLYPROPRO1c
rxn18042	GLYPROPRO1c
rxn12576	GLYPROt2r
rxn09748	GLYt2
rxn34382	GLYt2
rxn34466	GLYt2
rxn05582	GLYt2r
rxn08660	GLYt2r
rxn12379	GLYt2r
rxn08661	GLYt4r
rxn10537	GLYt4r
rxn34381	GLYt4r
rxn34502	GLYt4r
rxn05218	GLYte
rxn13111	GLYte
rxn31188	GLYte
rxn08662	GLYtex
rxn12847	GLYTYR1c
rxn12851	GLYTYRabc
rxn00642	GMAND
rxn38114	GMAND
rxn03916	GMHEPAT
rxn13940	GMHEPAT
rxn03918	GMHEPK
rxn13931	GMHEPK
rxn13941	GMHEPK
rxn03919	GMHEPPA
rxn00837	GMPR
rxn00917	GMPS2
rxn05471	GMPt2
rxn06478	GN3AT
rxn01115	GND
rxn27624	GND
rxn33304	GND
rxn33323	GND
rxn11040	GND2
rxn27625	GND2
rxn33499	GND2
rxn33549	GND2
rxn01275	GNK
rxn02497	GNLCOSL
rxn11569	GNLCOSL
rxn00270	GNMT
rxn01226	GNNUC
rxn01108	GNOX
rxn01109	GNOXy
rxn01919	GNSTOR
rxn02158	GOGOR
rxn26515	GOGOR
rxn00815	GOOR
rxn04841	GOR
rxn08667	GP4GH
rxn00758	GPDDA1
rxn01073	GPDDA2
rxn08668	GPDDA3
rxn08669	GPDDA4
rxn00622	GPDGPH
rxn05919	GPOAT
rxn03463	GQ1S
rxn12058	GRDPPPH
rxn11788	GRNDGH
rxn02557	GRNL2OX_NADP
rxn07875	GRNLOR
rxn01466	GRTT
rxn08670	GRXR
rxn00914	GSNK
rxn08672	GSNt
rxn10897	GSNt
rxn05204	GSNt2r
rxn08671	GSNt2r
rxn09747	GSNt2r
rxn12427	GSNt2r
rxn00919	GSPH
rxn01404	GSPMDA
rxn01403	GSPMDS
rxn12154	GST
rxn03185	GT1BS
rxn04810	GTHNT
rxn33119	GTHOXti
rxn33123	GTHOXti
rxn08674	GTHOXti3
rxn09677	GTHOXti3
rxn00205	GTHP
rxn27891	GTHP
rxn33345	GTHP
rxn33349	GTHP
rxn00086	GTHRD
rxn08676	GTHRDabc
rxn00090	GTHRDOX
rxn08677	GTHRDt2
rxn10829	GTHRDt2
rxn12539	GTHRDt2
rxn31957	GTHRDt2
rxn31963	GTHRDt2
rxn00351	GTHS
rxn03489	GTLPOR
rxn05952	GTN5GT
rxn00302	GTPCI
rxn00300	GTPCII
rxn02449	GTPDPDP
rxn00303	GTPDPK
rxn01105	GTPGLCGLYCPPT
rxn00009	GTPGT
rxn05058	GTPH
rxn10791	GTPH1
rxn08679	GTPHs
rxn08680	GTPti
rxn12663	GTPti
rxn00307	GUACYC
rxn01225	GUAD
rxn30031	GUAD
rxn33243	GUAD
rxn33245	GUAD
rxn00561	GUAH
rxn00915	GUAPRT
rxn08682	GUAt
rxn08683	GUAt
rxn09746	GUAt
rxn10142	GUAt
rxn33172	GUAt
rxn33177	GUAt
rxn05203	GUAt2r
rxn08681	GUAt2r
rxn01080	GUI1
rxn01457	GUI2
rxn15293	GUI2
rxn00449	GULLACO
rxn02279	GULLACOX
rxn01913	GULN3D
rxn00102	H2CO3D
rxn26146	H2CO3D
rxn27740	H2CO3D
rxn27741	H2CO3D
rxn30392	H2CO3D
rxn12013	H2O2OR
rxn04958	H2O2syn
rxn08685	H2O2t
rxn13308	H2O2t
rxn31565	H2O2t
rxn90014	H2O2t
rxn05319	H2Ot
rxn08686	H2Ot
rxn08687	H2Ot
rxn09643	H2Ot
rxn09745	H2Ot
rxn09812	H2Ot
rxn09838	H2Ot
rxn08688	H2SO
rxn08689	H2St
rxn08690	H2St
rxn10541	H2St
rxn29732	H2St
rxn32852	H2St
rxn34076	H2St
rxn38729	H2St
rxn08691	H2td
rxn08692	H2td
rxn10542	H2td
rxn34227	H2td
rxn34505	H2td
rxn01503	H3MGCOAT
rxn01451	HACD1
rxn03249	HACD2
rxn03246	HACD3
rxn03244	HACD4
rxn03242	HACD5
rxn06777	HACD6
rxn03239	HACD7
rxn02933	HACD9
rxn01931	HACL
rxn06037	HACLCOAOR
rxn03034	HACNH
rxn06038	HACOAOR
rxn12773	HADPCOADH
rxn04750	HADPCOADH3
rxn01083	HAGAT
rxn00109	HAMNOR
rxn05979	HAOR
rxn04795	HAPHM
rxn10553	HASD
rxn07482	HBALDOR
rxn03861	HBCOAOR
rxn02306	HBOGOR
rxn05060	HBPSSH
rxn07481	HBZALDOR
rxn33114	HBZALDOR
rxn33116	HBZALDOR
rxn01933	HBZLFCL
rxn03893	HBZOPT
rxn03289	HC01459OR
rxn07720	HCCOAHCLT
rxn07734	HCCOAHCMLT
rxn07670	HCCOAHCT
rxn01599	HCHACHL
rxn03657	HCHAH
rxn00202	HCITS
rxn07673	HCLCOAHCT
rxn07721	HCMLCOAHCLT
rxn07672	HCMLCOAHCT
rxn03678	HCMODCL
rxn00255	HCMOGPL
rxn12800	HCO3T
rxn10826	HCO3tex
rxn33393	HCYS_Ltr
rxn34383	HCYS_Ltr
rxn34506	HCYS_Ltr
rxn00949	HCYSHSL
rxn00452	HCYSMT
rxn08703	HCYSMT2
rxn90015	HCYSt2r
rxn10162	HDCAt2
rxn12388	HDCAt2
rxn08704	HDCAtr
rxn09676	HDCAtr
rxn09848	HDCAtr
rxn31182	HDCAtr
rxn08705	HDCEAtr
rxn09675	HDCEAtr
rxn09846	HDCEAtr
rxn34365	HDCEAtr
rxn08706	HDCOAI
rxn13838	HDECMOCOACACT
rxn10202	HDG3PACT
rxn04608	HDHGHL
rxn02784	HDHOR
rxn02917	HEDCHL
rxn05120	HEMEOS
rxn08707	HEMEOS
rxn13932	HEMEOS
rxn13942	HEMEOS
rxn05148	HEMEti
rxn08708	HEPK1
rxn08709	HEPK2
rxn08710	HEPT1
rxn08711	HEPT2
rxn08712	HEPT3
rxn08713	HEPT4
rxn12008	HETT
rxn03075	HETZK
rxn00216	HEX1
rxn01439	HEX10
rxn00975	HEX4
rxn00547	HEX7
rxn02495	HEXA1
rxn01169	HEXb
rxn09841	HEXCt
rxn05585	HEXSabc
rxn03891	HEXTT
rxn08715	HG2abc
rxn10343	HG2abc
rxn08717	HG2tex
rxn31930	HGENTISt
rxn02886	HGLUCL
rxn01826	HGNTO
rxn01825	HGNTOR
rxn32545	HGNTOR
rxn32572	HGNTOR
rxn02021	HGOR
rxn02885	HHDDI
rxn13840	HHDHL7
rxn14055	HHMETAT
rxn02981	HHPDCOR
rxn02982	HHPRNDCOR
rxn03546	HHXNTOR
rxn01480	HIBD
rxn01419	HICDH
rxn03324	HICITD
rxn04734	HIPDC
rxn05164	HISabc
rxn08718	HISabc
rxn08721	HISCAT1
rxn10932	HISCAT1
rxn31972	HISCAT1
rxn31976	HISCAT1
rxn00867	HISD
rxn00866	HISDC
rxn32344	HISDC
rxn32347	HISDC
rxn30486	HISDr
rxn00861	HISNAT
rxn05299	HISt2r
rxn08719	HISt2r
rxn09744	HISt2r
rxn34384	HISt2r
rxn01550	HISTASE
rxn05706	HISTAt2
rxn00859	HISTD
rxn02159	HISTDOX
rxn00863	HISTLOX
rxn05934	HISTLOX
rxn02160	HISTP
rxn13842	HKatp
rxn05105	HKMPPI
rxn01895	HKNDDH
rxn11632	HKNOGAT
rxn04604	HKNTDH
rxn10168	HKt
rxn10558	HKt
rxn01930	HKYNH
rxn03391	HMBQMT
rxn00060	HMBS
rxn20490	HMBS
rxn30032	HMBS
rxn30743	HMBS
rxn01017	HMCRNc
rxn14118	HMETAT
rxn01500	HMGCOARxi
rxn01454	HMGCOAS
rxn00991	HMGL
rxn27937	HMGL
rxn07883	HMHOR
rxn02584	HMMAAH
rxn03665	HMODAH
rxn00004	HMOGPL
rxn07879	HMPGCOAAL
rxn02484	HMPK1
rxn10625	HMPK2
rxn10622	HMPK3
rxn10620	HMPK4
rxn08441	HMR_0197
rxn11713	HMR_0350
rxn11714	HMR_0362
rxn11724	HMR_0366
rxn11715	HMR_0378
rxn11727	HMR_0382
rxn11712	HMR_0398
rxn11716	HMR_0402
rxn11717	HMR_0406
rxn11718	HMR_0410
rxn11726	HMR_0414
rxn06098	HMR_0634
rxn00754	HMR_0641
rxn01088	HMR_0761
rxn04378	HMR_0767
rxn04377	HMR_0775
rxn01844	HMR_0795
rxn03462	HMR_0819
rxn15514	HMR_0819
rxn04840	HMR_0960
rxn14138	HMR_1710c
rxn04987	HMR_1737
rxn03320	HMR_1933
rxn02905	HMR_1941
rxn03317	HMR_1949
rxn02038	HMR_1951
rxn01588	HMR_2002
rxn11962	HMR_4227
rxn02229	HMR_6515
rxn07230	HMR_6549
rxn07174	HMR_6550
rxn02456	HMR_6566
rxn02489	HMR_6568
rxn11892	HMR_6671
rxn00522	HMR_6770
rxn02771	HMR_6802
rxn06515	HMR_6975
rxn06804	HMR_6976
rxn04886	HMR_6995
rxn04887	HMR_6998
rxn04822	HMR_7005
rxn04811	HMR_7013
rxn04903	HMR_7029
rxn04908	HMR_7038
rxn04872	HMR_7041
rxn04873	HMR_7050
rxn04832	HMR_7079
rxn04833	HMR_7080
rxn04830	HMR_7083
rxn04831	HMR_7084
rxn04894	HMR_7089
rxn04895	HMR_7092
rxn07181	HMR_7093
rxn04896	HMR_7097
rxn04919	HMR_7100
rxn04916	HMR_7103
rxn03263	HMR_7137
rxn06710	HMR_7168
rxn05918	HMR_7271
rxn07257	HMR_7606
rxn13385	HMR_7652
rxn11592	HMR_7677
rxn11917	HMR_7678
rxn11590	HMR_8378
rxn04559	HMR_8643
rxn06633	HMR_9492
rxn11984	HMR_9495
rxn06647	HMR_9498
rxn06614	HMR_9500
rxn11550	HMR_9520
rxn06624	HMR_9522
rxn06298	HMR_9524
rxn06576	HMR_9532
rxn03091	HMR_9549
rxn02703	HMR_9800
rxn02422	HMR_9801
rxn03486	HMSALD
rxn04744	HMSALDOR
rxn03921	HNALDOR
rxn03666	HOAPHDBH
rxn03872	HOCHCCOAH
rxn07609	HOHDNTH
rxn03610	HOHPL
rxn04266	HOLOR
rxn05684	HOMt2r
rxn03667	HOODAH
rxn07688	HOPC4OR
rxn07684	HOPC6OR
rxn07680	HOPC8OR
rxn00540	HOPNTAL
rxn10559	HPACt2r
rxn02996	HPEOR
rxn26743	HPEOR
rxn38667	HPEOR
rxn38668	HPEOR
rxn38669	HPEOR
rxn03389	HPHPMT
rxn02412	HPMAEHL
rxn03484	HPOBHL
rxn06861	HPOBHL
rxn33700	HPOBHL
rxn33701	HPOBHL
rxn07413	HPODPH
rxn07653	HPODTNT
rxn26517	HPODTNT
rxn11642	HPPBZCL
rxn02503	HPPK
rxn03038	HPPPNDO
rxn08725	HPPPNte
rxn10134	HPPPNte
rxn02393	HPPR
rxn02356	HPROxr
rxn02358	HPROyr
rxn11838	HPTHOOR
rxn01015	HPYRI
rxn00419	HPYRR3x
rxn01586	HSD3B11
rxn02385	HSD3B13
rxn01301	HSDx
rxn01302	HSDy
rxn01303	HSERTA
rxn02023	HSHL
rxn01300	HSK
rxn19905	HSK
rxn38151	HSK
rxn38152	HSK
rxn04745	HSNOOX
rxn01304	HSST
rxn27926	HSTPT
rxn33284	HSTPT
rxn38148	HSTPT
rxn02320	HSTPTr
rxn13846	HTDHL
rxn08730	Htex
rxn03447	HTHRDC
rxn01297	HXAND
rxn08737	HXANtex
rxn08732	HXAt3
rxn31605	HXCOAte
rxn32081	HXCOAte
rxn08733	HXCT
rxn00836	HXPRT
rxn08734	HYD1
rxn10118	HYD1
rxn08735	HYD2
rxn10119	HYD2
rxn10117	HYD3
rxn05887	HYD5x
rxn07200	HYD5y
rxn01808	HYPOE
rxn05201	HYXNt
rxn08738	HYXNt
rxn10143	HYXNt
rxn12095	IACBNMT
rxn10254	IAHDGK
rxn10257	IAPDGK
rxn00877	IBCOAM
rxn01924	IBCOAMPO
rxn27993	IBCOAMPO
rxn05408	IBCOATA
rxn00505	ICDHx
rxn00198	ICDHyr
rxn01258	ICHORS
rxn19940	ICHORS
rxn02177	ICHORT
rxn05589	ICITt10
rxn05590	ICITt2
rxn12802	ICITt2
rxn12803	ICITtr
rxn32020	ICITtr
rxn34296	ICITtr
rxn00336	ICL
rxn09742	ID3ACALDt
rxn10831	ID3ACALDt
rxn08743	IDON_Ltex
rxn03953	IDOND
rxn03954	IDOND2
rxn08742	IDONt2r
rxn10167	IDONt2r
rxn03135	IG3PS
rxn02473	IGPDH
rxn19924	IGPDH
rxn02507	IGPS
rxn05456	IHDCOATA
rxn10253	IHDGK
rxn10274	IHDUDPG
rxn10283	IHDUDPMG
rxn05454	IHPDCOATA
rxn10258	IHXDGK
rxn02496	IHXNLGCOAH
rxn05179	ILEabc
rxn08745	ILEabc
rxn01574	ILEDA
rxn05244	ILEt2r
rxn08746	ILEt2r
rxn13322	ILEt2r
rxn34385	ILEt2r
rxn34507	ILEt2r
rxn13321	ILEt3
rxn05241	ILEt4
rxn01575	ILETA
rxn19240	ILETA
rxn27737	ILETA
rxn31232	ILETA
rxn08747	ILEtec
rxn10933	ILEtec
rxn13323	ILEtec
rxn33577	ILEtec
rxn02853	IMACTD
rxn00832	IMPC
rxn27945	IMPC
rxn00834	IMPD
rxn00833	IMPPH
rxn08749	IMPtr
rxn29337	IMPtr
rxn34159	IMPtr
rxn09741	IND3ACt
rxn29874	IND3ACt
rxn10560	IND3ACt2r
rxn08750	INDOLEt2r
rxn10176	INDOLEt2r
rxn08751	INDOLEup
rxn32149	INDOLEup
rxn01450	INDPYRD
rxn01447	INDRYPR
rxn02222	INHINDH
rxn30349	INHINDH
rxn38701	INHINDH
rxn38702	INHINDH
rxn00880	INOSTO
rxn33148	INOSTO
rxn33155	INOSTO
rxn08755	INOSTtex
rxn00879	INS2D
rxn01299	INSH
rxn30713	INSH
rxn00835	INSK
rxn08754	INSt
rxn29210	INSt
rxn05316	INSt2
rxn08753	INSt2
rxn12445	INSt2
rxn05593	INSTt2r
rxn08752	INSTt4
rxn07193	IOR
rxn04278	IPBET
rxn03561	IPBZOR
rxn05453	IPDCOATA
rxn00830	IPDDI
rxn19935	IPDDI
rxn19936	IPDDI
rxn10256	IPDGK
rxn07842	IPDPIPT
rxn08756	IPDPS
rxn04113	IPDPS2
rxn02836	IPDPT
rxn04308	IPDPUPT
rxn10277	IPDUDPG
rxn10286	IPDUDPMG
rxn13477	IPFPHS
rxn13012	IPK1
rxn00735	IPMD2
rxn11245	IPMD2r
rxn03062	IPMDr
rxn02896	IPNE
rxn04238	IPOCHCCOAH
rxn02789	IPPMIa
rxn02811	IPPMIb
rxn14012	IPTT
rxn05594	ISETACabc
rxn08758	ISETACabc
rxn12535	ISETACt2r
rxn08759	ISETACtr
rxn02206	ISNAE
rxn01259	ISOMALT
rxn14329	ISOMALT
rxn13765	ISPREt
rxn05455	ITDCOATA
rxn10255	ITDGK
rxn10276	ITDUDPG
rxn10285	ITDUDPMG
rxn00557	ITPF6PT
rxn05383	IVCOATA
rxn02616	IVITEXINGT
rxn03637	IVRLCOAAT
rxn10279	IXDUDPG
rxn10288	IXDUDPMG
rxn01642	IZPN
rxn11537	JHIIIMT
rxn08760	K2L4Aabc
rxn08762	Kabc
rxn02186	KARA1
rxn08764	KARA2
rxn03068	KARA3
rxn10937	KAS_HP
rxn10994	KAS_HP2
rxn05274	KAS1
rxn05275	KAS11
rxn05276	KAS12
rxn10029	KAS13
rxn05347	KAS14
rxn10100	KAS16
rxn10030	KAS17rev
rxn05744	KAS2
rxn05278	KAS3
rxn05279	KAS4
rxn05280	KAS6
rxn10036	KAS7
rxn05291	KAS8
rxn13847	KBL1
rxn03871	KCHCCOAH
rxn02405	KDOCT2
rxn04866	KDOGALR
rxn19696	KDOGALR
rxn03957	KDOGR
rxn33739	KDOL
rxn02404	KDOPP
rxn02331	KDOPSr
rxn01151	KDOS
rxn04928	KG6PDC
rxn00627	KHK
rxn14152	KLEURFd
rxn03273	KLGH
rxn38162	KLGH
rxn01378	KNMCNPT
rxn05206	Kt1r
rxn08771	Kt1r
rxn27350	Kt1r
rxn05595	Kt2r
rxn08769	Kt2r
rxn38724	Kt2r
rxn05596	Kt3r
rxn08770	Kt3r
rxn02586	KVTNHHL
rxn00728	KYN
rxn01438	KYN3OX
rxn01435	KYNAKGAT
rxn02467	KYNATESYN
rxn02925	L_ALAOPAT
rxn00525	L_AROND
rxn00526	L_ARONR
rxn05117	L_ASPR
rxn01573	L_ILE3MR
rxn30549	L_ILE3MR
rxn08792	L_LACD2
rxn12294	L_LACD2
rxn13848	L_LACD2
rxn08793	L_LACD3
rxn00145	L_LACDr
rxn05604	L_LACNa1t
rxn11016	L_LACt
rxn05602	L_LACt2r
rxn08794	L_LACt2r
rxn12365	L_LACt2r
rxn13334	L_LACt2r
rxn10818	L_LACt3
rxn00479	L_TRPCOO
rxn01045	L_VALMOD
rxn30554	L_VALMOD
rxn03012	L2A6ODs
rxn02227	L2AADIPADOR
rxn02224	L2AADIPADOR2
rxn04656	L2AADPI
rxn09931	LAAL_ALAHIS
rxn09903	LAAL_ALALEU
rxn09938	LAAL_CGLY
rxn09901	LAAL_GLYLEU
rxn09913	LAAL_GLYPHE
rxn09918	LAAL_GLYTYR
rxn09907	LAAL1
rxn09908	LAAL2
rxn09925	LAAL3
rxn09926	LAAL4
rxn05948	LAAOR
rxn08351	LAC_Dtex
rxn08795	LAC_Ltex
rxn00542	LACL
rxn01054	LACOAAOR
rxn10865	LACpts
rxn01057	LacR
rxn05698	LACTLt
rxn00816	LACZ
rxn08773	LADGMDH
rxn05036	LAGAT
rxn28083	LAGAT
rxn28084	LAGAT
rxn02211	LALDO
rxn01618	LALDO3
rxn08775	LALGP
rxn12860	LANOSTt
rxn01270	LARGNAT
rxn01053	LCADi
rxn01273	LCADi_D
rxn06082	LCALDOR
rxn01305	LCAR2
rxn02209	LCARR
rxn01879	LCARRy
rxn01615	LCARS
rxn14090	LCNGDMAT
rxn07363	LCNHL
rxn07367	LCPHL
rxn07353	LCPNHL
rxn05598	LCTSabc
rxn08781	LCTSt
rxn10169	LCTSt
rxn08780	LCTStex
rxn05599	LCYSTabc
rxn01231	LCYSTCBOXL
rxn00500	LDH_D
rxn08783	LDH_D2
rxn36711	LDH_D2
rxn37677	LDH_D2
rxn12293	LDH_D3
rxn00499	LDH_L
rxn13022	LEU2
rxn05161	LEUabc
rxn08784	LEUabc
rxn05243	LEUt2r
rxn08785	LEUt2r
rxn13340	LEUt2r
rxn34387	LEUt2r
rxn34508	LEUt2r
rxn05240	LEUt4
rxn00806	LEUTA
rxn19241	LEUTA
rxn27738	LEUTA
rxn38054	LEUTA
