TranslatedReaction	VMHreaction
rxn31178	The
rxn34471	The
rxn03005	THFHL
rxn33724	THFHL
rxn35343	THFHL
rxn34534	THFt2r
rxn09711	THFte
rxn33478	THFte
rxn34096	THFte
rxn05065	THIFHL
rxn09296	THIORDXi
rxn30436	THIORDXi
rxn30437	THIORDXi
rxn30438	THIORDXi
rxn11965	THLSPT
rxn05177	THMabc
rxn09297	THMabc
rxn14125	THMAT
rxn09632	THMDP
rxn05200	THMDt2r
rxn09298	THMDt2r
rxn12457	THMDt2r
rxn10892	THMDt4
rxn14175	THMETAT
rxn05722	THMMPt2
rxn31927	THMMPtrbc
rxn01539	THMP
rxn00544	THMPPC
rxn09657	THMt3
rxn00439	THMTP
rxn09300	THMtrbc
rxn11006	THMtrbc
rxn33238	THMtrbc
rxn03037	THPHL
rxn07764	THPNOR
rxn13952	THPOR
rxn09307	THR_Ltex
rxn04142	THRA2i
rxn05169	THRabc
rxn09301	THRabc
rxn00541	THRAr
rxn01068	THRD
rxn00737	THRD_L
rxn29011	THRD_L
rxn30064	THRD_L
rxn30143	THRD_L
rxn13143	THRD2
rxn04385	THRPD
rxn01069	THRS
rxn29012	THRS
rxn31088	THRS
rxn05300	THRt2r
rxn09305	THRt2r
rxn09710	THRt2r
rxn13747	THRt2r
rxn34410	THRt2r
rxn09306	THRt4
rxn10186	THRt4
rxn01416	THSFST
rxn27322	THSFST
rxn27323	THSFST
rxn29010	THSFST
rxn09299	THYMDt
rxn10916	THYMDt
rxn09309	THYMt
rxn30527	THYMt
rxn05659	THYMt2
rxn02022	THYPX
rxn09310	THZPSN
rxn29879	tICHOR
rxn31844	tICHOR
rxn38731	tICHOR
rxn01665	TICIT_DE
rxn11768	TIMNPOR
rxn01200	TKT1
rxn15228	TKT1
rxn34273	TKT1
rxn00785	TKT2
rxn03606	TLNSOR
rxn03603	TLTR
rxn03899	TMAOOR
rxn09313	TMAOR1
rxn10127	TMAOR1e
rxn09314	TMAOR1ei
rxn09315	TMAOR2
rxn09316	TMAOR2e
rxn10128	TMAOR2e
rxn09317	TMAOtex
rxn10614	TMAt2r
rxn09318	TMAtex
rxn03015	TMCOR
rxn01143	TMDK1
rxn00440	TMDPK
rxn01146	TMDPP
rxn00437	TMDPPK
rxn01520	TMDS
rxn11007	TMDSf
rxn04464	TMDSf2
rxn04271	TMIPHDH
rxn01538	TMKr
rxn02469	TMLYSOX
rxn27385	TMLYSOX
rxn01537	TMN
rxn01813	TMPH
rxn00438	TMPKr
rxn38718	TMPKr
rxn02305	TMPPP
rxn05661	TMPt2
rxn03014	TMRPNCOR
rxn07763	TPHLNOR
rxn00747	TPI
rxn27386	TPI
rxn33035	TPI
rxn07765	TPLNOR
rxn07766	TPLOR
rxn09320	TPRDPCOAS
rxn12052	TPTHOR
rxn07438	TRDOXOX
rxn05289	TRDRr
rxn00606	TRE6PH
rxn02004	TRE6PP
rxn29924	TRE6PP
rxn31095	TRE6PP
rxn38812	TRE6PP
rxn04020	TRE6PPGT
rxn00605	TRE6PS
rxn12303	TRE6PS
rxn10839	TREabc
rxn05026	TREGLUDR
rxn01966	TREGLUDR2
rxn00007	TREH
rxn29977	TREH
rxn30219	TREH
rxn30442	TREH
rxn02005	TREpts
rxn09322	TREpts
rxn09323	TREt
rxn28595	TREt
rxn00780	TRIOK
rxn11564	TRNAGMT
rxn11548	TRNAGN1MT
rxn00473	TRPAS2
rxn04991	TRPHYDRO2
rxn00478	TRPO2
rxn01964	TRPS1
rxn00474	TRPS2r
rxn26013	TRPS2r
rxn28615	TRPS3
rxn33281	TRPS3
rxn01682	TRPS3r
rxn05222	TRPt
rxn09327	TRPt
rxn31848	TRPt
rxn34118	TRPt
rxn05663	TRPt2r
rxn09326	TRPt2r
rxn12458	TRPt2r
rxn00483	TRPTA
rxn38818	TRPTA
rxn11203	TRPTA2
rxn01280	TRSARr
rxn01281	TRSARry
rxn01564	TRYPTAOX
rxn31897	tSBZCOA
rxn10615	TSR
rxn33121	TSTSTERONEt
rxn33122	TSTSTERONEt
rxn05176	TSULabc
rxn09329	TSULabc
rxn00023	TSULOR
rxn06060	TSULST
rxn05728	TSULt2
rxn09330	TSULtex
rxn08450	TTDCAFATPc
rxn13828	TTDCAFATPc
rxn10163	TTDCAt2
rxn12387	TTDCAt2
rxn09331	TTDCAtr
rxn09654	TTDCAtr
rxn09852	TTDCAtr
rxn09332	TTDCEAte
rxn09850	TTDCEAte
rxn02802	TTDCECOAR
rxn05686	TYMt2r
rxn09335	TYMtex
rxn04990	TYR3MO2
rxn00530	TYRAL
rxn07120	TYRASE
rxn00529	TYRCBOX
rxn31401	TYRCBOX
rxn03337	TYRDHINDOX
rxn00024	TYRDOPO
rxn00036	TYRDOPO3
rxn13968	TYRDOPOX
rxn00521	TYRL
rxn13410	TYRNFT
rxn01715	TYROXDAc
rxn09339	TYRt
rxn10974	TYRt
rxn33271	TYRt
rxn33273	TYRt
rxn05301	TYRt2r
rxn09338	TYRt2r
rxn09708	TYRt2r
rxn09831	TYRt2r
rxn12459	TYRt2r
rxn13412	TYRt2r
rxn34413	TYRt2r
rxn00527	TYRTA
rxn11206	TYRTA2
rxn11207	TYRTA3
rxn06723	U23GAAT
rxn02011	UAAGDS
rxn03141	UAAGLAA
rxn09341	UACGAMP
rxn03852	UACMAMAT
rxn01953	UACMAMH
rxn02377	UACMAMO
rxn06297	UACPT
rxn00297	UAG2E
rxn00292	UAG2EMA
rxn00295	UAG4E
rxn06729	UAGAAT
rxn00461	UAGCVT_r
rxn00293	UAGDP
rxn10996	UAGDP2
rxn03933	UAGPT2
rxn03408	UAGPT3
rxn02008	UAMAGS
rxn02286	UAMAS
rxn02285	UAPGR
rxn02284	UAPGRx
rxn00716	UCCL
rxn00560	UCO2L
rxn07476	UCPDOFAT
rxn01119	UCPGPT
rxn03901	UDCPDP
rxn09345	UDCPDPS
rxn03900	UDCPK
rxn09486	UDPACGLP
rxn07475	UDPADAFT
rxn01075	UDPAE
rxn14342	UDPAGANTE
rxn05030	UDPDPS
rxn00215	UDPG46HL
rxn00214	UDPG4E
rxn33514	UDPG4E
rxn33931	UDPG4E
rxn38827	UDPG4E
rxn00356	UDPGALGLCGT
rxn00358	UDPGALM
rxn40946	UDPGALM
rxn09348	UDPGALP
rxn00357	UDPGALPT
rxn02614	UDPGBGT
rxn00211	UDPGDr
rxn01008	UDPGE
rxn33244	UDPGE
rxn33253	UDPGE
rxn33255	UDPGE
rxn00579	UDPGFRUGT
rxn00553	UDPGGT
rxn01010	UDPGLCURE
rxn09352	UDPGLCURtr
rxn29911	UDPGLCURtr
rxn32231	UDPGLCURtr
rxn32237	UDPGLCURtr
rxn01007	UDPGLDC
rxn14144	UDPGNP
rxn00212	UDPGP
rxn29978	UDPGP
rxn00701	UGLT
rxn00327	UGLYCH
rxn03164	UGMDDS
rxn03146	UHGADA
rxn31098	UHGADA
rxn11020	UHGADA_HP
rxn03323	UICH
rxn09358	UM3PL
rxn09359	UM4PCP
rxn09360	UM4PL
rxn00119	UMPK
rxn05665	UMPt2i
rxn10944	UNK2
rxn05108	UNK3
rxn32249	UNK3r
rxn13149	UNKENZ
rxn00714	UP4GH
rxn02287	UPP3MT
rxn05005	UPP3MT3
rxn02264	UPP3S
rxn27433	UPP3S
rxn31104	UPP3S
rxn02288	UPPDC1
rxn27432	UPPDC1
rxn03384	UPPDC2b
rxn35415	UPPDC2b
rxn00654	UPPN
rxn00711	UPPRT
rxn01523	URAOX
rxn35447	URAOX
rxn27425	URAOXi
rxn27426	URAOXi
rxn31100	URAOXi
rxn09366	URAt
rxn10993	URAt
rxn05197	URAt2r
rxn09365	URAt2r
rxn12368	URAt2r
rxn02085	URCN
rxn03842	URDGLYAH
rxn27436	URDGLYAH
rxn32842	URDGLYAH
rxn02102	URDGLYCD
rxn02103	URDGLYCR
rxn00101	UREA
rxn30324	UREA
rxn00564	UREAHL
rxn05667	UREAt
rxn09368	UREAt
rxn09369	UREAt
rxn03397	URFGTT
rxn09370	URIC
rxn01517	URIDK3
rxn00797	URIH
rxn00709	URIK1
rxn01705	URIK10
rxn01706	URIK11
rxn01128	URIK12
rxn01510	URIK13
rxn01515	URIK14
rxn00713	URIK2
rxn33201	URIK2
rxn38832	URIK2
rxn38833	URIK2
rxn00715	URIK3
rxn00712	URIK4
rxn01674	URIK5
rxn01679	URIK6
rxn01129	URIK7
rxn01370	URIK8
rxn01516	URIK9
rxn09372	URIt
rxn10987	URIt
rxn33021	URIt
rxn05199	URIt2r
rxn09371	URIt2r
rxn12460	URIt2r
rxn10895	URIt4
rxn06205	URNRT
rxn01347	US7P1PT
rxn03130	USHD
rxn00118	UTPATPT
rxn13414	UTPH1
rxn01577	VAL3MOPTA
rxn05168	VALabc
rxn09373	VALabc
rxn01046	VALCL
rxn03586	VALNOR
rxn05669	VALt2r
rxn09374	VALt2r
rxn09707	VALt2r
rxn34418	VALt2r
rxn05242	VALt4
rxn00903	VALTA
rxn19242	VALTA
rxn27739	VALTA
rxn38055	VALTA
rxn05245	VALtec
rxn09375	VALtec
rxn29139	VALtec
rxn33518	VALtec
rxn33520	VALtec
rxn21169	VANILPYRc
rxn03704	VCDO
rxn02604	VCNH
rxn02544	VITEXINGT
rxn02576	VMCNPT
rxn00957	VNDH-2
rxn00904	VPAMTr
rxn29946	VPAMTr
rxn02381	VRMLNDOR
rxn04757	VXNTHNNI
rxn34648	VXNTHNNI
rxn04760	VXTHNNXI
rxn01048	X5PGAT
rxn19714	X5PGAT
rxn05202	XANt2r
rxn09377	XANt2r
rxn12440	XANt2r
rxn09378	XANtr
rxn09379	XANtr
rxn09652	XANtr
rxn09380	XMPtr
rxn01041	XNOX
rxn01543	XNTHNH
rxn01544	XPPTr
rxn01545	XTSNH
rxn32246	XTSNH
rxn07707	XTSNMT
rxn05680	XTSNt2r
rxn09381	XTSNt2r
rxn09382	XTSNtr
rxn29211	XTSNtr
rxn33384	XTSNtr
rxn01187	XU5PG3PL
rxn05167	XYLabc
rxn09383	XYLabc
rxn01044	XYLI1
rxn27445	XYLI1
rxn31896	XYLI1
rxn31899	XYLI1
rxn00223	XYLI2
rxn01389	XYLK2
rxn01199	XYLKr
rxn01751	XYLLACH
rxn01043	XYLOR
rxn25136	XYLOR
rxn05671	XYLt
rxn09385	XYLt
rxn09650	XYLt
rxn32426	XYLt
rxn32428	XYLt
rxn09384	XYLt2
rxn46366	XYLt2
rxn01385	XYLTD_Dr
rxn01753	XYLTH
rxn09651	XYLTt
rxn32606	XYLTt
rxn28582	XYLUDte
rxn38741	XYLUDte
rxn09387	XYLULte
rxn29479	XYLULte
rxn32482	XYLULte
rxn01392	XYLUR
rxn00776	YUMPS
rxn09389	ZN2t
rxn13919	ZN2t
rxn05315	ZN2t4
rxn09390	ZN2tex
rxn05150	ZNabc
rxn09392	ZNabc
rxn13918	ZNabc
rxn01528	ZTNXT
